1.904299999999999926e+01,-2.522599999999999909e+02,-7.118999999999999773e+02
1.917000000000000171e+01,-2.523870000000000005e+02,-7.118999999999999773e+02
2.805699999999999861e+01,-2.523870000000000005e+02,-7.118999999999999773e+02
2.818400000000000105e+01,-2.522599999999999909e+02,-7.118999999999999773e+02
2.831099999999999994e+01,-2.521330000000000098e+02,-7.118999999999999773e+02
2.957999999999999829e+01,-2.521330000000000098e+02,-7.118999999999999773e+02
2.970700000000000074e+01,-2.520060000000000002e+02,-7.118999999999999773e+02
2.983399999999999963e+01,-2.518789999999999907e+02,-7.118999999999999773e+02
3.110399999999999920e+01,-2.518789999999999907e+02,-7.118999999999999773e+02
3.123000000000000043e+01,-2.517520000000000095e+02,-7.118999999999999773e+02
3.135699999999999932e+01,-2.516250000000000000e+02,-7.118999999999999773e+02
3.262700000000000244e+01,-2.516250000000000000e+02,-7.118999999999999773e+02
3.275399999999999778e+01,-2.514979999999999905e+02,-7.118999999999999773e+02
3.288100000000000023e+01,-2.513710000000000093e+02,-7.118999999999999773e+02
3.338900000000000290e+01,-2.513710000000000093e+02,-7.118999999999999773e+02
3.351599999999999824e+01,-2.512439999999999998e+02,-7.118999999999999773e+02
3.364300000000000068e+01,-2.511169999999999902e+02,-7.118999999999999773e+02
3.414999999999999858e+01,-2.511169999999999902e+02,-7.118999999999999773e+02
3.427700000000000102e+01,-2.509900000000000091e+02,-7.118999999999999773e+02
3.440400000000000347e+01,-2.508629999999999995e+02,-7.118999999999999773e+02
3.516599999999999682e+01,-2.508629999999999995e+02,-7.118999999999999773e+02
3.529299999999999926e+01,-2.507359999999999900e+02,-7.118999999999999773e+02
3.542000000000000171e+01,-2.506090000000000089e+02,-7.118999999999999773e+02
3.592799999999999727e+01,-2.506090000000000089e+02,-7.118999999999999773e+02
3.605499999999999972e+01,-2.504819999999999993e+02,-7.118999999999999773e+02
3.618200000000000216e+01,-2.503549999999999898e+02,-7.118999999999999773e+02
3.694299999999999784e+01,-2.503549999999999898e+02,-7.118999999999999773e+02
3.707000000000000028e+01,-2.502290000000000134e+02,-7.118999999999999773e+02
3.719700000000000273e+01,-2.501020000000000039e+02,-7.118999999999999773e+02
3.770499999999999829e+01,-2.501020000000000039e+02,-7.118999999999999773e+02
3.783200000000000074e+01,-2.499749999999999943e+02,-7.118999999999999773e+02
