-1.249799999999999933e+01,-6.839199999999999591e+01,4.800000000000000000e+01
-1.238199999999999967e+01,-6.850799999999999557e+01,4.800000000000000000e+01
-7.059000000000000163e+00,-6.850799999999999557e+01,4.800000000000000000e+01
-6.942999999999999616e+00,-6.839199999999999591e+01,4.800000000000000000e+01
-6.828000000000000291e+00,-6.827599999999999625e+01,4.800000000000000000e+01
-5.669999999999999929e+00,-6.827599999999999625e+01,4.800000000000000000e+01
-5.554999999999999716e+00,-6.816100000000000136e+01,4.800000000000000000e+01
-5.439000000000000057e+00,-6.804500000000000171e+01,4.800000000000000000e+01
-4.745000000000000107e+00,-6.804500000000000171e+01,4.800000000000000000e+01
-4.628999999999999559e+00,-6.792900000000000205e+01,4.800000000000000000e+01
-4.512999999999999901e+00,-6.781300000000000239e+01,4.800000000000000000e+01
-4.049999999999999822e+00,-6.781300000000000239e+01,4.800000000000000000e+01
-3.935000000000000053e+00,-6.769799999999999329e+01,4.800000000000000000e+01
-3.818999999999999950e+00,-6.758199999999999363e+01,4.800000000000000000e+01
-3.355999999999999872e+00,-6.758199999999999363e+01,4.800000000000000000e+01
-3.240000000000000213e+00,-6.746599999999999397e+01,4.800000000000000000e+01
-3.125000000000000000e+00,-6.735099999999999909e+01,4.800000000000000000e+01
-2.892999999999999794e+00,-6.735099999999999909e+01,4.800000000000000000e+01
-2.777000000000000135e+00,-6.723499999999999943e+01,4.800000000000000000e+01
-2.661999999999999922e+00,-6.711899999999999977e+01,4.800000000000000000e+01
-2.198999999999999844e+00,-6.711899999999999977e+01,4.800000000000000000e+01
-2.083000000000000185e+00,-6.700300000000000011e+01,4.800000000000000000e+01
-1.967000000000000082e+00,-6.688800000000000523e+01,4.800000000000000000e+01
-1.735999999999999988e+00,-6.688800000000000523e+01,4.800000000000000000e+01
-1.620000000000000107e+00,-6.677200000000000557e+01,4.800000000000000000e+01
-1.504000000000000004e+00,-6.665600000000000591e+01,4.800000000000000000e+01
-1.272999999999999909e+00,-6.665600000000000591e+01,4.800000000000000000e+01
-1.157000000000000028e+00,-6.654099999999999682e+01,4.800000000000000000e+01
-1.042000000000000037e+00,-6.642499999999999716e+01,4.800000000000000000e+01
-8.100000000000000533e-01,-6.642499999999999716e+01,4.800000000000000000e+01
